sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels
"WFP2-Pink-IT 39",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats-Pink-IT 39","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Not Visible Individually",95.000000,,,,open-toe-peep-flats-pink-it-39,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_moradas_1_4.png,,/t/e/terranas_moradas_1_4.png,,/t/e/terranas_moradas_1_4.png,,/t/e/terranas_moradas_1_4.png,,"5/20/20, 11:00 PM","5/20/20, 11:00 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Pink,mgs_brand=Wonder for People,size=IT 39,ts_packaging_type=None",,0.0000,1,0,0,1,1.0000,1,10000.0000,1,0,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_moradas_1_4.png,/t/e/terranas_moradas_2_4.png,/t/e/terranas_moradas_3_4.png,/t/e/terranas_moradas_4_4.png,/t/e/terranas_moradas_5_4.jpg",",,,,",,,,,,,,,,,
"WFP2-Pink-IT 40",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats-Pink-IT 40","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Not Visible Individually",95.000000,,,,open-toe-peep-flats-pink-it-40,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_moradas_1_5.png,,/t/e/terranas_moradas_1_5.png,,/t/e/terranas_moradas_1_5.png,,/t/e/terranas_moradas_1_5.png,,"5/20/20, 11:00 PM","5/20/20, 11:00 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Pink,mgs_brand=Wonder for People,size=IT 40,ts_packaging_type=None",,0.0000,1,0,0,1,1.0000,1,10000.0000,1,0,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_moradas_1_5.png,/t/e/terranas_moradas_2_5.png,/t/e/terranas_moradas_3_5.png,/t/e/terranas_moradas_4_5.png,/t/e/terranas_moradas_5_5.jpg",",,,,",,,,,,,,,,,
"WFP2-Pink-IT 35",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Catalog, Search",95.000000,,,,open-toe-peep-flats-pink-it-35,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_moradas_1_6.png,,/t/e/terranas_moradas_1_6.png,,/t/e/terranas_moradas_1_6.png,,/t/e/terranas_moradas_1_6.png,,"5/20/20, 11:00 PM","5/25/20, 9:29 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",Colombia,"color=Pink,hover=/t/e/terranas_moradas_5_6.jpg,mgs_brand=Wonder for People,preorder=No,size=IT 35,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_moradas_1_6.png,/t/e/terranas_moradas_2_6.png,/t/e/terranas_moradas_3_6.png,/t/e/terranas_moradas_4_6.png,/t/e/terranas_moradas_5_6.jpg",",,,,",,,,,,,,,,,
"WFP2-Burgundy-IT 36",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats-Burgundy-IT 36","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Not Visible Individually",95.000000,,,,open-toe-peep-flats-burgundy-it-36,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_vinotinto_1_1.png,,/t/e/terranas_vinotinto_1_1.png,,/t/e/terranas_vinotinto_1_1.png,,/t/e/terranas_vinotinto_1_1.png,,"5/20/20, 11:01 PM","5/20/20, 11:01 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Burgundy,mgs_brand=Wonder for People,size=IT 36,ts_packaging_type=None",,0.0000,1,0,0,1,1.0000,1,10000.0000,1,0,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_vinotinto_1_1.png,/t/e/terranas_vinotinto_2_1.png,/t/e/terranas_vinotinto_3_1.png,/t/e/terranas_vinotinto_4_1.png,/t/e/terranas_vinotinto_5_1.jpg",",,,,",,,,,,,,,,,
"WFP2-Burgundy-IT 37",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats-Burgundy-IT 37","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Not Visible Individually",95.000000,,,,open-toe-peep-flats-burgundy-it-37,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_vinotinto_1_2.png,,/t/e/terranas_vinotinto_1_2.png,,/t/e/terranas_vinotinto_1_2.png,,/t/e/terranas_vinotinto_1_2.png,,"5/20/20, 11:01 PM","5/20/20, 11:01 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Burgundy,mgs_brand=Wonder for People,size=IT 37,ts_packaging_type=None",,0.0000,1,0,0,1,1.0000,1,10000.0000,1,0,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_vinotinto_1_2.png,/t/e/terranas_vinotinto_2_2.png,/t/e/terranas_vinotinto_3_2.png,/t/e/terranas_vinotinto_4_2.png,/t/e/terranas_vinotinto_5_2.jpg",",,,,",,,,,,,,,,,
"WFP2-Burgundy-IT 38",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats-Burgundy-IT 38","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Not Visible Individually",95.000000,,,,open-toe-peep-flats-burgundy-it-38,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_vinotinto_1_3.png,,/t/e/terranas_vinotinto_1_3.png,,/t/e/terranas_vinotinto_1_3.png,,/t/e/terranas_vinotinto_1_3.png,,"5/20/20, 11:01 PM","5/20/20, 11:01 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Burgundy,mgs_brand=Wonder for People,size=IT 38,ts_packaging_type=None",,0.0000,1,0,0,1,1.0000,1,10000.0000,1,0,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_vinotinto_1_3.png,/t/e/terranas_vinotinto_2_3.png,/t/e/terranas_vinotinto_3_3.png,/t/e/terranas_vinotinto_4_3.png,/t/e/terranas_vinotinto_5_3.jpg",",,,,",,,,,,,,,,,
"WFP2-Burgundy-IT 39",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats-Burgundy-IT 39","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Not Visible Individually",95.000000,,,,open-toe-peep-flats-burgundy-it-39,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_vinotinto_1_4.png,,/t/e/terranas_vinotinto_1_4.png,,/t/e/terranas_vinotinto_1_4.png,,/t/e/terranas_vinotinto_1_4.png,,"5/20/20, 11:01 PM","5/20/20, 11:01 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Burgundy,mgs_brand=Wonder for People,size=IT 39,ts_packaging_type=None",,0.0000,1,0,0,1,1.0000,1,10000.0000,1,0,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_vinotinto_1_4.png,/t/e/terranas_vinotinto_2_4.png,/t/e/terranas_vinotinto_3_4.png,/t/e/terranas_vinotinto_4_4.png,/t/e/terranas_vinotinto_5_4.jpg",",,,,",,,,,,,,,,,
"WFP2-Burgundy-IT 40",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats-Burgundy-IT 40","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Not Visible Individually",95.000000,,,,open-toe-peep-flats-burgundy-it-40,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_vinotinto_1_5.png,,/t/e/terranas_vinotinto_1_5.png,,/t/e/terranas_vinotinto_1_5.png,,/t/e/terranas_vinotinto_1_5.png,,"5/20/20, 11:02 PM","5/20/20, 11:02 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Burgundy,mgs_brand=Wonder for People,size=IT 40,ts_packaging_type=None",,0.0000,1,0,0,1,1.0000,1,10000.0000,1,0,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_vinotinto_1_5.png,/t/e/terranas_vinotinto_2_5.png,/t/e/terranas_vinotinto_3_5.png,/t/e/terranas_vinotinto_4_5.png,/t/e/terranas_vinotinto_5_5.jpg",",,,,",,,,,,,,,,,
"WFP2-Burgundy-IT 35",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats-Burgundy-IT 35","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Not Visible Individually",95.000000,,,,open-toe-peep-flats-burgundy-it-35,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_vinotinto_1_6.png,,/t/e/terranas_vinotinto_1_6.png,,/t/e/terranas_vinotinto_1_6.png,,/t/e/terranas_vinotinto_1_6.png,,"5/20/20, 11:02 PM","5/20/20, 11:02 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Burgundy,mgs_brand=Wonder for People,size=IT 35,ts_packaging_type=None",,0.0000,1,0,0,1,1.0000,1,10000.0000,1,0,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_vinotinto_1_6.png,/t/e/terranas_vinotinto_2_6.png,/t/e/terranas_vinotinto_3_6.png,/t/e/terranas_vinotinto_4_6.png,/t/e/terranas_vinotinto_5_6.jpg",",,,,",,,,,,,,,,,
"WFP2-Burgundy-IT 36-1",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats with embroidery-Burgundy-IT 36","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Not Visible Individually",95.000000,,,,open-toe-peep-flats-with-embroidery-burgundy-it-36,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_vinotinto_1_1_1.png,,/t/e/terranas_vinotinto_1_1_1.png,,/t/e/terranas_vinotinto_1_1_1.png,,/t/e/terranas_vinotinto_1_1_1.png,,"5/20/20, 11:08 PM","5/20/20, 11:08 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Burgundy,mgs_brand=Wonder for People,size=IT 36,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_vinotinto_1_1_1.png,/t/e/terranas_vinotinto_2_1_1.png,/t/e/terranas_vinotinto_3_1_1.png,/t/e/terranas_vinotinto_4_1_1.png,/t/e/terranas_vinotinto_5_1_1.jpg",",,,,",,,,,,,,,,,
"WFP2-Burgundy-IT 37-1",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats with embroidery-Burgundy-IT 37","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Not Visible Individually",95.000000,,,,open-toe-peep-flats-with-embroidery-burgundy-it-37,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_vinotinto_1_2_1.png,,/t/e/terranas_vinotinto_1_2_1.png,,/t/e/terranas_vinotinto_1_2_1.png,,/t/e/terranas_vinotinto_1_2_1.png,,"5/20/20, 11:08 PM","5/20/20, 11:08 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Burgundy,mgs_brand=Wonder for People,size=IT 37,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_vinotinto_1_2_1.png,/t/e/terranas_vinotinto_2_2_1.png,/t/e/terranas_vinotinto_3_2_1.png,/t/e/terranas_vinotinto_4_2_1.png,/t/e/terranas_vinotinto_5_2_1.jpg",",,,,",,,,,,,,,,,
"WFP2-Burgundy-IT 40-1",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats with embroidery-Burgundy-IT 40","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Not Visible Individually",95.000000,,,,open-toe-peep-flats-with-embroidery-burgundy-it-40,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_vinotinto_1_3_1.png,,/t/e/terranas_vinotinto_1_3_1.png,,/t/e/terranas_vinotinto_1_3_1.png,,/t/e/terranas_vinotinto_1_3_1.png,,"5/20/20, 11:08 PM","5/20/20, 11:08 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Burgundy,mgs_brand=Wonder for People,size=IT 40,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_vinotinto_1_3_1.png,/t/e/terranas_vinotinto_2_3_1.png,/t/e/terranas_vinotinto_3_3_1.png,/t/e/terranas_vinotinto_4_3_1.png,/t/e/terranas_vinotinto_5_3_1.jpg",",,,,",,,,,,,,,,,
"WFP2-Burgundy-IT 35-1",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats with embroidery","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Catalog, Search",95.000000,,,,open-toe-peep-flats-with-embroidery-burgundy-it-35,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_vinotinto_1_4_1.png,,/t/e/terranas_vinotinto_1_4_1.png,,/t/e/terranas_vinotinto_1_4_1.png,,/t/e/terranas_vinotinto_1_4_1.png,,"5/20/20, 11:09 PM","5/25/20, 9:32 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",Colombia,"color=Burgundy,hover=/t/e/terranas_vinotinto_5_4_1.jpg,mgs_brand=Wonder for People,preorder=No,size=IT 35,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_vinotinto_1_4_1.png,/t/e/terranas_vinotinto_2_4_1.png,/t/e/terranas_vinotinto_3_4_1.png,/t/e/terranas_vinotinto_4_4_1.png,/t/e/terranas_vinotinto_5_4_1.jpg",",,,,",,,,,,,,,,,
"WFP2-Burgundy-IT 39-1",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Wonder for People",base,"Open Toe Peep Flats with embroidery-Burgundy-IT 39","<p><strong>Product Details:</strong> Open toe peep flats with embroidery<br /><strong>Material:</strong> Upper 100% Cotton - Sole 100% rubber.<br /><strong>Size & Fit:</strong> True to size<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Process of Manufacturing:</strong> Handmade<br /><strong>Care of the Product</strong>: Handwash with soft soap, do not bleach, air dry in shade, do not use washing or drying machine.<br />Social Cause: Product assembled by inmates from local Prison in Santander, Colombia</p>",,1.000000,1,0,"Not Visible Individually",95.000000,,,,open-toe-peep-flats-with-embroidery-burgundy-it-39,"Open Toe Peep Flats","Open Toe Peep Flats","Open Toe Peep Flats Product Details: Open toe peep flats with embroideryMaterial: Upper 100% Cotton - Sole 100% rubber.Size & Fit: True to sizeCountry of Origin: ColombiaProcess of Manufacturing: HandmadeCare of the Product: Handwash with soft soap, d",/t/e/terranas_vinotinto_1_5_1.png,,/t/e/terranas_vinotinto_1_5_1.png,,/t/e/terranas_vinotinto_1_5_1.png,,/t/e/terranas_vinotinto_1_5_1.png,,"5/20/20, 11:09 PM","5/20/20, 11:09 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Burgundy,mgs_brand=Wonder for People,size=IT 39,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/t/e/terranas_vinotinto_1_5_1.png,/t/e/terranas_vinotinto_2_5_1.png,/t/e/terranas_vinotinto_3_5_1.png,/t/e/terranas_vinotinto_4_5_1.png,/t/e/terranas_vinotinto_5_5_1.jpg",",,,,",,,,,,,,,,,
